Name,Black,East Asian,Hispanic/Latino,South Asian,White,Other,Male,Female
arrival,0.09284934497816594,0.03657205240174673,0.000453056768558952,0.0,0.8702765647743813,0.00015101892285298397,0.4241751319001496,0.5758248680998503
arthur_full,0.057090058887170426,0.0,0.059527595646270325,0.0,0.94252147457541,0.0,0.7173622366288492,0.2826377633711507
artificial_intelligence_fs,0.004791526563550774,0.028439423723552845,0.018092700843205228,0.0,0.9866186436294034,3.491800734571414e-05,0.7609894466075865,0.23901055339241353
artist_tt1655442,0.029016570391545194,0.0003499116324860332,0.3493636352853262,0.0006998232649720664,0.8359080503398292,0.0003499116324860332,0.6595301030992976,0.3404698969007024
as_good_as_it_gets_fs,0.056557717936842514,0.0,0.010156523218555941,0.0003237270673635857,0.9352451346421038,0.0,0.6463923916043417,0.3536076083956583
ateam_tt0429493,0.11991469122115116,0.029197945141715823,0.014515187163059945,0.0,0.8497177531969634,0.0,0.8881492753505252,0.11185072464947472
atlantic.city_tt0080388,0.0,0.0,0.0,0.0,1.0,0.0,0.5914923536649674,0.4085076463350325
atomic.blonde_tt2406566,0.007565678747174891,0.007565678747174891,0.030262714988699563,0.022697036241524665,0.9546059275169507,0.0,0.542271897016613,0.45772810298338695
atonement_tt0783233,0.012142246790374817,0.0038494403595202157,0.030164674606774772,0.0,0.9814712056797443,0.0,0.428833883171016,0.571166116828984
austin.powers.i_tt0118655,0.0,0.0,0.028952120696738942,0.05622927794074088,0.9426193638387524,0.001151358220506598,0.705764902663082,0.294235097336918
austin_powers_the_spy_who_shagged_me,0.0007818379054562513,0.0010564584697477597,0.035907860402841975,0.051801647723385705,0.9303919939798492,0.00012704865963664082,0.7690811368937319,0.23091886310626802
avatar,0.0224207637681463,0.0,0.06795986341831288,0.03661520413934683,0.9096528897919856,0.0,0.8137324010745108,0.18626759892548916
avatar.the.way._tt1630029,0.008908113163432312,0.0,0.08378926038500506,0.03299820746629257,0.9488504403398021,0.0,0.8845029989234634,0.11549700107653663
avengers,0.08726887856058166,5.4300308315309927e-05,0.04663200036813768,0.00932492752289356,0.8755611798812748,0.0,0.8351327095495784,0.16486729045042164
avengers_age_of_ultron,0.04019415508459746,0.01759829791937222,0.053738959041382296,0.010661950945446839,0.9001390769344122,0.0,0.7416167019710623,0.2583832980289376
avengers_endgame,0.10531770983378631,0.016590052231421525,0.0575591517717349,0.005607675639114696,0.8480453924871934,0.0005285769755877601,0.7802163703955651,0.21978362960443482
avengers_infinity_war,0.17230842055435752,0.04580462490576625,0.11208646715405242,0.005785515173828432,0.7444879819071161,0.0,0.7822340298710809,0.2177659701289191
aviator,2.889763140817651e-05,0.00028796236210253085,0.0012943097014925375,0.0009074870214146658,0.9999325721933809,0.0,0.8364682874794436,0.16353171252055648
awakening_tt0080402,0.0,0.0,0.01606531356094119,0.0,0.9965844123396188,0.003281844770065108,0.5376918841241488,0.46230811587585113
awakenings,0.014847862650444507,0.000583757453965619,0.01460649614468884,0.0014847862650444507,0.9753205478255168,0.0,0.7745123900259128,0.22548760997408723
babe,0.0,0.0,0.0,0.0,1.0,0.0,0.6788525925255633,0.3211474074744367
babel_tt0449467,0.0,0.2666568855796211,0.10009719955251524,0.023709354998441134,0.6603114053588128,0.0,0.4688847311478077,0.5311152688521923
babettes.feast_tt0092603,0.0,0.0,0.027798477239591772,0.0,0.975019513129022,0.005536574230888178,0.3175665635989273,0.6824334364010727
baby.boom_tt0092605,0.00921539747621512,0.002615341745949604,0.04106524421798494,0.0,0.9649297400581188,0.0038195135543967196,0.36647068199125155,0.6335293180087485
baby.mama_tt0871426,0.05431121730726795,0.0,0.0007594378029570897,0.004556626817742535,0.9403727180720319,0.0,0.30380014125836446,0.6961998587416356
